Number,Name,,Type 1,Type 2,HP,Atk,Def,SpA,SpD,Spe,Total,Ability 1,Ability 2,Ability 3,Quick Guard,Wide Guard,Follow Me,Rage Powder,Ally Switch,Aurora Veil,Thunder Wave,Nuzzle,Will-o-Wisp,Snarl,Struggle Bug,Breaking Swipe,Haze,Tailwind,Trick Room,Electroweb,Icy Wind,Bulldoze,Helping Hand,Reflect,Light Screen,Sucker Punch,Fake Out,Aqua Jet,Shadow Sneak,Vacuum Wave,Quick Attack,E-Speed,Bullet Punch,Ice Shard,Mach Punch,Accelerock,Water Shuriken,Sleep Powder,Spore,Yawn,Taunt,Points
280,Ralts,,Psychic,Fairy,28,25,25,45,35,40,198,Synchronize,Trace,Telepathy,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
281,Kirlia,,Psychic,Fairy,38,35,35,65,55,50,278,Synchronize,Trace,Telepathy,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
282,Gardevoir,,Psychic,Fairy,68,65,65,125,115,80,518,Synchronize,Trace,Telepathy,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,15
282-m,Mega Gardevoir,,Psychic,Fairy,68,85,65,165,135,100,618,Pixilate,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
283,Surskit,,Bug,Water,40,30,32,50,52,65,269,Swift Swim,,Rain Dish,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5
284,Masquerain,,Bug,Flying,70,60,62,100,82,80,454,Intimidate,,Unnerve,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5
285,Shroomish,,Grass,,60,40,60,40,60,35,295,Effect Spore,Poison Heal,Quick Feet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
286,Breloom,,Grass,Fighting,60,130,80,60,60,70,460,Effect Spore,Poison Heal,Technician,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,25
287,Slakoth,,Normal,,60,60,60,35,35,30,280,Truant,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
288,Vigoroth,,Normal,,80,80,80,55,55,90,440,Vital Spirit,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5
289,Slaking,,Normal,,150,160,100,95,65,100,670,Truant,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50
290,Nincada,,Bug,,31,45,90,30,30,40,266,Compound Eyes,,Run Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
291,Ninjask,,Bug,Flying,61,90,45,50,50,160,456,Speed Boost,,Infiltrator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
292,Shedinja,,Bug,Ghost,1,90,45,30,30,40,236,Wonder Guard,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
293,Whismur,,Normal,,64,51,23,51,23,28,240,Soundproof,,Rattled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
294,Loudred,,Normal,,84,71,43,71,43,48,360,Soundproof,,Scrappy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
295,Exploud,,Normal,,104,91,63,91,73,68,490,Soundproof,,Scrappy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
296,Makuhita,,Fighting,,72,60,30,20,30,25,237,Thick Fat,Guts,Sheer Force,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5
297,Hariyama,,Fighting,,144,120,60,40,60,50,474,Thick Fat,Guts,Sheer Force,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,30
298,Azurill,,Normal,Fairy,50,20,40,20,40,20,190,Thick Fat,Huge Power,Sap Sipper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
299,Nosepass,,Rock,,30,45,135,45,90,30,375,Sturdy,Magnet Pull,Sand Force,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
300,Skitty,,Normal,,50,45,45,35,35,50,260,Cute Charm,Normalize,Wonder Skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
301,Delcatty,,Normal,,70,65,65,55,55,90,400,Cute Charm,Normalize,Wonder Skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
302,Sableye,,Dark,Ghost,50,75,75,65,65,50,380,Keen Eye,Stall,Prankster,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30
302-m,Mega Sableye,,Dark,Ghost,50,85,125,85,115,20,480,Magic Bounce,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
303,Mawile,,Steel,Fairy,50,85,85,55,55,50,380,Hyper Cutter,Intimidate,Sheer Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
303-m,Mega Mawile,,Steel,Fairy,50,105,125,55,95,50,480,Huge Power,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
304,Aron,,Steel,Rock,50,70,100,40,40,30,330,Sturdy,Rock Head,Heavy Metal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
305,Lairon,,Steel,Rock,60,90,140,50,50,40,430,Sturdy,Rock Head,Heavy Metal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
306,Aggron,,Steel,Rock,70,110,180,60,60,50,530,Sturdy,Rock Head,Heavy Metal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
306-m,Mega Aggron,,Steel,,70,140,230,60,80,50,630,Filter,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
307,Meditite,,Psychic,Fighting,30,40,55,40,55,60,280,Pure Power,,Telepathy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5
308,Medicham,,Psychic,Fighting,60,60,75,60,75,80,410,Pure Power,,Telepathy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,15
308-m,Mega Medicham,,Psychic,Fighting,60,100,85,80,85,100,510,Pure Power,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
309,Electrike,,Electric,,40,45,40,65,40,65,295,Static,Lightning Rod,Minus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
310,Manectric,,Electric,,70,75,60,105,60,105,475,Static,Lightning Rod,Minus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
310-m,Mega Manectric,,Electric,,70,75,80,135,80,135,575,Intimidate,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
311,Plusle,,Electric,,60,50,40,85,75,95,405,Plus,,Lightning Rod,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
312,Minun,,Electric,,60,40,50,75,85,95,405,Minus,,Volt Absorb,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
313,Volbeat,,Bug,,65,73,75,47,85,85,430,Illuminate,Swarm,Prankster,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,40
314,Illumise,,Bug,,65,47,75,73,85,85,430,Oblivious,Tinted Lens,Prankster,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40
315,Roselia,,Grass,Poison,50,60,45,100,80,65,400,Natural Cure,Poison Point,Leaf Guard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
316,Gulpin,,Poison,,70,43,53,43,53,40,302,Liquid Ooze,Sticky Hold,Gluttony,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
317,Swalot,,Poison,,100,73,83,73,83,55,467,Liquid Ooze,Sticky Hold,Gluttony,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
318,Carvanha,,Water,Dark,45,90,20,65,20,65,305,Rough Skin,,Speed Boost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
319,Sharpedo,,Water,Dark,70,120,40,95,40,95,460,Rough Skin,,Speed Boost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
319-m,Mega Sharpedo,,Water,Dark,70,140,70,110,65,105,560,Strong Jaw,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
320,Wailmer,,Water,,130,70,35,70,35,60,400,Water Veil,Oblivious,Pressure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
321,Wailord,,Water,,170,90,45,90,45,60,500,Water Veil,Oblivious,Pressure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
322,Numel,,Fire,Ground,60,60,40,65,45,35,305,Oblivious,Simple,Own Tempo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
323,Camerupt,,Fire,Ground,70,100,70,105,75,40,460,Magma Armor,Solid Rock,Anger Point,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
323-m,Mega Camerupt,,Fire,Ground,70,120,100,145,105,20,560,Sheer Force,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
324,Torkoal,,Fire,,70,85,140,85,70,20,470,White Smoke,Drought,Shell Armor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70
325,Spoink,,Psychic,,60,25,35,70,80,60,330,Thick Fat,Own Tempo,Gluttony,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
326,Grumpig,,Psychic,,80,45,65,90,110,80,470,Thick Fat,Own Tempo,Gluttony,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
327,Spinda,,Normal,,60,60,60,60,60,60,360,Own Tempo,Tangled Feet,Contrary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
328,Trapinch,,Ground,,45,100,45,45,45,10,290,Hyper Cutter,Arena Trap,Sheer Force,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
329,Vibrava,,Ground,Dragon,50,70,50,50,50,70,340,Levitate,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
330,Flygon,,Ground,Dragon,80,100,80,80,80,100,520,Levitate,,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10
331,Cacnea,,Grass,,50,85,40,85,40,35,335,Sand Veil,,Water Absorb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
332,Cacturne,,Grass,Dark,70,115,60,115,60,55,475,Sand Veil,,Water Absorb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
333,Swablu,,Normal,Flying,45,40,60,40,75,50,310,Natural Cure,,Cloud Nine,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
334,Altaria,,Dragon,Flying,75,70,90,70,105,80,490,Natural Cure,,Cloud Nine,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
334-m,Mega Altaria,,Dragon,Fairy,75,110,110,110,105,80,590,Pixilate,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
335,Zangoose,,Normal,,73,115,60,60,60,90,458,Immunity,,Toxic Boost,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5
336,Seviper,,Poison,,73,100,60,100,60,65,458,Shed Skin,,Infiltrator,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
337,Lunatone,,Rock,Psychic,90,55,65,95,85,70,460,Levitate,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
338,Solrock,,Rock,Psychic,90,95,85,55,65,70,460,Levitate,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
339,Barboach,,Water,Ground,50,48,43,46,41,60,288,Oblivious,Anticipation,Hydration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
340,Whiscash,,Water,Ground,110,78,73,76,71,60,468,Oblivious,Anticipation,Hydration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
341,Corphish,,Water,,43,80,65,50,35,35,308,Hyper Cutter,Shell Armor,Adaptability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5
342,Crawdaunt,,Water,Dark,63,120,85,90,55,55,468,Hyper Cutter,Shell Armor,Adaptability,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10
343,Baltoy,,Ground,Psychic,40,40,55,40,70,55,300,Levitate,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
344,Claydol,,Ground,Psychic,60,70,105,70,120,75,500,Levitate,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
345,Lileep,,Rock,Grass,66,41,77,61,87,23,355,Suction Cups,,Storm Drain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
346,Cradily,,Rock,Grass,86,81,97,81,107,43,495,Suction Cups,,Storm Drain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
347,Anorith,,Rock,Bug,45,95,50,40,50,75,355,Battle Armor,,Swift Swim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
348,Armaldo,,Rock,Bug,75,125,100,70,80,45,495,Battle Armor,,Swift Swim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
349,Feebas,,Water,,20,15,20,10,55,80,200,Swift Swim,Oblivious,Adaptability,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
350,Milotic,,Water,,95,60,79,100,125,81,540,Marvel Scale,Competitive,Cute Charm,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
351,Castform,,Normal,,70,70,70,70,70,70,420,Forecast,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
352,Kecleon,,Normal,,60,90,70,60,120,40,440,Color Change,,Protean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
353,Shuppet,,Ghost,,44,75,35,63,33,45,295,Insomnia,Frisk,Cursed Body,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
354,Banette,,Ghost,,64,115,65,83,63,65,455,Insomnia,Frisk,Cursed Body,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
354-m,Mega Banette,,Ghost,,64,165,75,93,83,75,555,Prankster,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
355,Duskull,,Ghost,,20,40,90,30,90,25,295,Levitate,,Frisk,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
356,Dusclops,,Ghost,,40,70,130,60,130,25,455,Pressure,,Frisk,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,50
357,Tropius,,Grass,Flying,99,68,83,72,87,51,460,Chlorophyll,Solar Power,Harvest,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
358,Chimecho,,Psychic,,75,50,80,95,90,65,455,Levitate,,,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5
359,Absol,,Dark,,65,130,60,75,60,75,465,Pressure,Super Luck,Justified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
359-m,Mega Absol,,Dark,,65,150,60,115,60,115,565,Magic Bounce,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
360,Wynaut,,Psychic,,95,23,48,23,48,23,260,Shadow Tag,,Telepathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
361,Snorunt,,Ice,,50,50,50,50,50,50,300,Inner Focus,Ice Body,Moody,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
362,Glalie,,Ice,,80,80,80,80,80,80,480,Inner Focus,Ice Body,Moody,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5
362-m,Mega Glalie,,Ice,,80,120,80,120,80,100,580,Refrigerate,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
363,Spheal,,Ice,Water,70,40,50,55,50,25,290,Thick Fat,Ice Body,Oblivious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
364,Sealeo,,Ice,Water,90,60,70,75,70,45,410,Thick Fat,Ice Body,Oblivious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
365,Walrein,,Ice,Water,110,80,90,95,90,65,530,Thick Fat,Ice Body,Oblivious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
366,Clamperl,,Water,,35,64,85,74,55,32,345,Shell Armor,,Rattled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
367,Huntail,,Water,,55,104,105,94,75,52,485,Swift Swim,,Water Veil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
368,Gorebyss,,Water,,55,84,105,114,75,52,485,Swift Swim,,Hydration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
369,Relicanth,,Water,Rock,100,90,130,45,65,55,485,Swift Swim,Rock Head,Sturdy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
370,Luvdisc,,Water,,43,30,55,40,65,97,330,Swift Swim,,Hydration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
371,Bagon,,Dragon,,45,75,60,40,30,50,300,Rock Head,,Sheer Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
372,Shelgon,,Dragon,,65,95,100,60,50,50,420,Rock Head,,Overcoat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
373,Salamence,,Dragon,Flying,95,135,80,110,80,100,600,Intimidate,,Moxie,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
373-m,Mega Salamence,,Dragon,Flying,95,145,130,120,90,120,700,Aerilate,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
374,Beldum,,Steel,Psychic,40,55,80,35,60,30,300,Clear Body,,Light Metal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
375,Metang,,Steel,Psychic,60,75,100,55,80,50,420,Clear Body,,Light Metal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
376,Metagross,,Steel,Psychic,80,135,130,95,90,70,600,Clear Body,,Light Metal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60
376-m,Mega Metagross,,Steel,Psychic,80,145,150,105,110,110,700,Tough Claws,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
377,Regirock,,Rock,,80,100,200,50,100,50,580,Clear Body,,Sturdy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
